index,p0re,p0im,p1re,p1im
2037,0.53789,-0.03367,-0.69890,-0.80440
2038,0.54346,-0.00352,-0.67112,-0.86623
2039,0.54534,0.02710,-0.64229,-0.92730
2040,0.54352,0.05790,-0.61251,-0.98759
2041,0.53809,0.08886,-0.58168,-1.04707
2042,0.52919,0.11992,-0.54980,-1.10553
2043,0.51685,0.15104,-0.51697,-1.16292
2044,0.50138,0.18197,-0.48313,-1.21938
2045,0.48281,0.21260,-0.44840,-1.27463
2046,0.46136,0.24296,-0.41269,-1.32861
2047,0.43730,0.27296,-0.37621,-1.38129
2048,0.41080,0.30246,-0.33892,-1.43263
2049,0.38203,0.33139,-0.30088,-1.48258
2050,0.35131,0.35968,-0.26215,-1.53108
2051,0.31881,0.38713,-0.22289,-1.57802
2052,0.28490,0.41371,-0.18310,-1.62342
2053,0.24984,0.43937,-0.14283,-1.66725
2054,0.21375,0.46405,-0.10221,-1.70936
2055,0.17706,0.48764,-0.06133,-1.74989
2056,0.13988,0.51010,-0.02041,-1.78864
2057,0.10261,0.53143,0.02053,-1.82568
2058,0.06541,0.55149,0.06146,-1.86096
2059,0.02854,0.57033,0.10215,-1.89440
2060,-0.00773,0.58799,0.14247,-1.92621
2061,-0.04318,0.60437,0.18242,-1.95620
2062,-0.07757,0.61959,0.22179,-1.98438
2063,-0.11060,0.63353,0.26041,-2.01079
2064,-0.14226,0.64618,0.29820,-2.03539
2065,-0.17241,0.65774,0.33510,-2.05823
2066,-0.20087,0.66813,0.37089,-2.07927
2067,-0.22736,0.67747,0.40539,-2.09863
2068,-0.25192,0.68572,0.43863,-2.11627
2069,-0.27438,0.69296,0.47040,-2.13211
2070,-0.29471,0.69935,0.50058,-2.14640
2071,-0.31280,0.70484,0.52913,-2.15897
2072,-0.32858,0.70963,0.55593,-2.16992
2073,-0.34220,0.71376,0.58077,-2.17928
2074,-0.35354,0.71736,0.60366,-2.18707
2075,-0.36270,0.72034,0.62456,-2.19332
2076,-0.36968,0.72293,0.64335,-2.19810
2077,-0.37457,0.72511,0.65998,-2.20143
2078,-0.37740,0.72691,0.67435,-2.20324
2079,-0.37836,0.72845,0.68661,-2.20368
2080,-0.37760,0.72975,0.69660,-2.20264
2081,-0.37513,0.73091,0.70444,-2.20028
2082,-0.37111,0.73192,0.70995,-2.19659
2083,-0.36566,0.73282,0.71326,-2.19160
2084,-0.35888,0.73362,0.71441,-2.18522
2085,-0.35103,0.73434,0.71349,-2.17752
2086,-0.34220,0.73496,0.71057,-2.16859
2087,-0.33255,0.73538,0.70554,-2.15835
2088,-0.32225,0.73578,0.69869,-2.14691
2089,-0.31141,0.73601,0.69009,-2.13416
2090,-0.30024,0.73601,0.67984,-2.12011
2091,-0.28883,0.73567,0.66794,-2.10490
2092,-0.27733,0.73501,0.65467,-2.08846
2093,-0.26592,0.73398,0.64023,-2.07078
2094,-0.25471,0.73238,0.62466,-2.05185
2095,-0.24374,0.73018,0.60814,-2.03164
2096,-0.23310,0.72742,0.59077,-2.01023
2097,-0.22294,0.72388,0.57288,-1.98764
2098,-0.21329,0.71941,0.55452,-1.96403
2099,-0.20415,0.71389,0.53587,-1.93905
2100,-0.19556,0.70737,0.51705,-1.91297
2101,-0.18760,0.69969,0.49832,-1.88573
2102,-0.18033,0.69086,0.47967,-1.85741
2103,-0.17373,0.68066,0.46131,-1.82798
2104,-0.16767,0.66900,0.44349,-1.79755
2105,-0.16230,0.65583,0.42617,-1.76607
2106,-0.15753,0.64117,0.40964,-1.73369
2107,-0.15320,0.62499,0.39393,-1.70044
2108,-0.14945,0.60714,0.37908,-1.66626
2109,-0.14615,0.58750,0.36528,-1.63132
2110,-0.14321,0.56620,0.35245,-1.59568
2111,-0.14053,0.54332,0.34072,-1.55938
2112,-0.13815,0.51879,0.33020,-1.52256
2113,-0.13591,0.49254,0.32089,-1.48522
2114,-0.13385,0.46485,0.31274,-1.44753
2115,-0.13175,0.43553,0.30583,-1.40947
2116,-0.12961,0.40471,0.30001,-1.37119
2117,-0.12734,0.37245,0.29535,-1.33279
2118,-0.12487,0.33892,0.29178,-1.29434
2119,-0.12215,0.30421,0.28927,-1.25591
2120,-0.11919,0.26844,0.28768,-1.21768
2121,-0.11586,0.23174,0.28708,-1.17970
2122,-0.11214,0.19423,0.28723,-1.14198
2123,-0.10799,0.15610,0.28823,-1.10461
2124,-0.10337,0.11751,0.28984,-1.06776
2125,-0.09826,0.07856,0.29199,-1.03149
2126,-0.09266,0.03932,0.29461,-0.99589
2127,-0.08666,0.00014,0.29767,-0.96088
2128,-0.08005,-0.03895,0.30101,-0.92664
2129,-0.07297,-0.07774,0.30454,-0.89320
2130,-0.06537,-0.11610,0.30821,-0.86064
2131,-0.05734,-0.15383,0.31179,-0.82900
2132,-0.04886,-0.19086,0.31527,-0.79824
2133,-0.04006,-0.22692,0.31877,-0.76834
2134,-0.03086,-0.26194,0.32216,-0.73943
2135,-0.02128,-0.29587,0.32525,-0.71162
2136,-0.01150,-0.32857,0.32811,-0.68465
2137,-0.00141,-0.35996,0.33057,-0.65868
2138,0.00888,-0.38997,0.33279,-0.63365
2139,0.01930,-0.41840,0.33464,-0.60945
2140,0.02977,-0.44522,0.33616,-0.58627
2141,0.04035,-0.47040,0.33749,-0.56394
2142,0.05071,-0.49387,0.33845,-0.54254
2143,0.06097,-0.51559,0.33913,-0.52199
2144,0.07109,-0.53551,0.33965,-0.50220
2145,0.08096,-0.55381,0.34006,-0.48305
2146,0.09051,-0.57041,0.34028,-0.46473
2147,0.09974,-0.58530,0.34047,-0.44704
2148,0.10850,-0.59847,0.34072,-0.42998
2149,0.11681,-0.60993,0.34101,-0.41359
2150,0.12451,-0.61999,0.34151,-0.39759
2151,0.13157,-0.62843,0.34232,-0.38223
2152,0.13797,-0.63547,0.34347,-0.36738
2153,0.14359,-0.64111,0.34502,-0.35289
2154,0.14835,-0.64549,0.34710,-0.33871
2155,0.15224,-0.64865,0.34973,-0.32497
2156,0.15516,-0.65078,0.35300,-0.31156
2157,0.15710,-0.65181,0.35700,-0.29840
2158,0.15802,-0.65199,0.36170,-0.28559
2159,0.15772,-0.65128,0.36721,-0.27308
2160,0.15620,-0.64987,0.37376,-0.26083
2161,0.15352,-0.64779,0.38110,-0.24880
2162,0.14950,-0.64524,0.38943,-0.23706
2163,0.14423,-0.64214,0.39869,-0.22544
2164,0.13756,-0.63875,0.40889,-0.21414
2165,0.12948,-0.63507,0.42003,-0.20311
2166,0.11997,-0.63125,0.43226,-0.19230
2167,0.10903,-0.62730,0.44546,-0.18181
2168,0.09667,-0.62337,0.45960,-0.17158
2169,0.08274,-0.61947,0.47468,-0.16170
2170,0.06735,-0.61564,0.49053,-0.15202
2171,0.05049,-0.61209,0.50728,-0.14280
2172,0.03209,-0.60872,0.52483,-0.13391
2173,0.01227,-0.60566,0.54311,-0.12538
2174,-0.00898,-0.60305,0.56202,-0.11730
2175,-0.03155,-0.60080,0.58144,-0.10972
2176,-0.05552,-0.59910,0.60136,-0.10254
2177,-0.08072,-0.59788,0.62169,-0.09580
2178,-0.10713,-0.59721,0.64238,-0.08956
2179,-0.13474,-0.59718,0.66324,-0.08393
2180,-0.16347,-0.59786,0.68428,-0.07896
2181,-0.19314,-0.59922,0.70530,-0.07464
2182,-0.22370,-0.60131,0.72631,-0.07076
2183,-0.25511,-0.60414,0.74718,-0.06762
2184,-0.28723,-0.60772,0.76778,-0.06521
2185,-0.31990,-0.61215,0.78803,-0.06343
2186,-0.35303,-0.61753,0.80773,-0.06235
2187,-0.38660,-0.62372,0.82685,-0.06210
2188,-0.42038,-0.63079,0.84537,-0.06248
2189,-0.45433,-0.63886,0.86315,-0.06366
2190,-0.48827,-0.64799,0.87995,-0.06560
2191,-0.52213,-0.65804,0.89582,-0.06838
2192,-0.55581,-0.66905,0.91064,-0.07198
2193,-0.58922,-0.68115,0.92444,-0.07638
2194,-0.62223,-0.69432,0.93701,-0.08144
2195,-0.65481,-0.70845,0.94826,-0.08736
2196,-0.68674,-0.72376,0.95811,-0.09406
2197,-0.71791,-0.74014,0.96646,-0.10148
2198,-0.74833,-0.75754,0.97334,-0.10969
2199,-0.77799,-0.77599,0.97869,-0.11859
2200,-0.80671,-0.79551,0.98237,-0.12817
2201,-0.83452,-0.81600,0.98431,-0.13856
2202,-0.86141,-0.83755,0.98455,-0.14947
2203,-0.88724,-0.86009,0.98298,-0.16100
2204,-0.91196,-0.88375,0.97955,-0.17308
2205,-0.93571,-0.90826,0.97433,-0.18568
2206,-0.95829,-0.93368,0.96732,-0.19879
2207,-0.97991,-0.95999,0.95836,-0.21236
2208,-1.00038,-0.98720,0.94755,-0.22633
2209,-1.01980,-1.01516,0.93483,-0.24056
2210,-1.03820,-1.04388,0.92048,-0.25525
2211,-1.05559,-1.07324,0.90420,-0.27016
2212,-1.07209,-1.10321,0.88637,-0.28528
2213,-1.08762,-1.13370,0.86674,-0.30056
2214,-1.10218,-1.16466,0.84547,-0.31609
2215,-1.11577,-1.19594,0.82267,-0.33167
2216,-1.12856,-1.22765,0.79846,-0.34721
2217,-1.14063,-1.25955,0.77283,-0.36287
2218,-1.15188,-1.29160,0.74604,-0.37852
2219,-1.16250,-1.32373,0.71818,-0.39403
2220,-1.17244,-1.35577,0.68933,-0.40945
2221,-1.18169,-1.38779,0.65953,-0.42476
2222,-1.19042,-1.41954,0.62918,-0.43988
2223,-1.19856,-1.45112,0.59822,-0.45484
2224,-1.20616,-1.48229,0.56686,-0.46962
2225,-1.21328,-1.51299,0.53528,-0.48411
2226,-1.21980,-1.54313,0.50380,-0.49848
2227,-1.22591,-1.57259,0.47243,-0.51253
2228,-1.23147,-1.60143,0.44128,-0.52631
2229,-1.23646,-1.62957,0.41067,-0.53990
2230,-1.24101,-1.65683,0.38073,-0.55320
2231,-1.24493,-1.68319,0.35153,-0.56615
2232,-1.24824,-1.70868,0.32339,-0.57892
2233,-1.25097,-1.73297,0.29632,-0.59157
2234,-1.25294,-1.75622,0.27044,-0.60398
2235,-1.25427,-1.77839,0.24599,-0.61598
2236,-1.25486,-1.79935,0.22303,-0.62788
2237,-1.25464,-1.81915,0.20156,-0.63965
2238,-1.25371,-1.83759,0.18186,-0.65131
2239,-1.25180,-1.85472,0.16391,-0.66287
2240,-1.24882,-1.87049,0.14769,-0.67439
2241,-1.24478,-1.88488,0.13337,-0.68574
2242,-1.23969,-1.89799,0.12088,-0.69710
2243,-1.23346,-1.90961,0.11022,-0.70843
2244,-1.22611,-1.91976,0.10138,-0.71988
2245,-1.21751,-1.92860,0.09438,-0.73128
2246,-1.20766,-1.93587,0.08904,-0.74281
2247,-1.19660,-1.94177,0.08543,-0.75441
2248,-1.18418,-1.94621,0.08340,-0.76623
2249,-1.17058,-1.94925,0.08284,-0.77819
2250,-1.15559,-1.95077,0.08357,-0.79031
2251,-1.13938,-1.95095,0.08554,-0.80254
2252,-1.12194,-1.94967,0.08848,-0.81506
2253,-1.10328,-1.94698,0.09228,-0.82778
2254,-1.08340,-1.94291,0.09682,-0.84068
2255,-1.06248,-1.93743,0.10189,-0.85394
2256,-1.04050,-1.93064,0.10725,-0.86729
2257,-1.01761,-1.92251,0.11280,-0.88085
2258,-0.99385,-1.91312,0.11829,-0.89462
2259,-0.96933,-1.90248,0.12361,-0.90867
2260,-0.94415,-1.89062,0.12844,-0.92287
2261,-0.91851,-1.87752,0.13273,-0.93714
2262,-0.89244,-1.86321,0.13630,-0.95148
2263,-0.86612,-1.84795,0.13899,-0.96584
2264,-0.83971,-1.83163,0.14060,-0.98016
2265,-0.81332,-1.81424,0.14098,-0.99442
2266,-0.78702,-1.79584,0.14008,-1.00857
2267,-0.76108,-1.77660,0.13774,-1.02245
2268,-0.73556,-1.75665,0.13380,-1.03610
2269,-0.71054,-1.73579,0.12827,-1.04942
2270,-0.68625,-1.71423,0.12115,-1.06235
2271,-0.66274,-1.69211,0.11239,-1.07476
2272,-0.64013,-1.66928,0.10185,-1.08659
2273,-0.61852,-1.64600,0.08968,-1.09759
2274,-0.59807,-1.62224,0.07586,-1.10803
2275,-0.57872,-1.59814,0.06049,-1.11763
2276,-0.56066,-1.57380,0.04357,-1.12635
2277,-0.54379,-1.54931,0.02535,-1.13410
2278,-0.52832,-1.52462,0.00583,-1.14086
2279,-0.51419,-1.49982,-0.01490,-1.14652
2280,-0.50143,-1.47507,-0.03662,-1.15115
2281,-0.48992,-1.45045,-0.05920,-1.15458
2282,-0.47983,-1.42603,-0.08247,-1.15674
2283,-0.47101,-1.40180,-0.10621,-1.15768
2284,-0.46347,-1.37785,-0.13021,-1.15735
2285,-0.45713,-1.35427,-0.15426,-1.15572
2286,-0.45193,-1.33125,-0.17804,-1.15277
2287,-0.44767,-1.30873,-0.20146,-1.14860
2288,-0.44441,-1.28664,-0.22431,-1.14316
2289,-0.44204,-1.26531,-0.24630,-1.13638
2290,-0.44044,-1.24456,-0.26720,-1.12850
2291,-0.43952,-1.22448,-0.28671,-1.11947
2292,-0.43912,-1.20516,-0.30474,-1.10934
2293,-0.43941,-1.18663,-0.32097,-1.09813
2294,-0.44007,-1.16883,-0.33523,-1.08594
2295,-0.44097,-1.15191,-0.34727,-1.07284
2296,-0.44207,-1.13583,-0.35702,-1.05900
2297,-0.44328,-1.12061,-0.36419,-1.04442
2298,-0.44456,-1.10616,-0.36878,-1.02929
2299,-0.44578,-1.09263,-0.37050,-1.01363
2300,-0.44696,-1.07988,-0.36937,-0.99760
2301,-0.44798,-1.06791,-0.36527,-0.98118
2302,-0.44884,-1.05671,-0.35808,-0.96463
2303,-0.44951,-1.04627,-0.34772,-0.94792
2304,-0.44995,-1.03656,-0.33431,-0.93119
2305,-0.45014,-1.02752,-0.31777,-0.91458
2306,-0.45001,-1.01909,-0.29805,-0.89816
2307,-0.44965,-1.01123,-0.27526,-0.88193
2308,-0.44912,-1.00396,-0.24947,-0.86615
2309,-0.44842,-0.99715,-0.22083,-0.85090
2310,-0.44754,-0.99069,-0.18929,-0.83598
2311,-0.44653,-0.98462,-0.15502,-0.82165
2312,-0.44542,-0.97877,-0.11830,-0.80786
2313,-0.44429,-0.97308,-0.07934,-0.79482
2314,-0.44314,-0.96763,-0.03808,-0.78253
2315,-0.44213,-0.96232,0.00513,-0.77078
2316,-0.44128,-0.95716,0.05008,-0.75976
2317,-0.44059,-0.95185,0.09663,-0.74941
2318,-0.44002,-0.94642,0.14438,-0.73981
2319,-0.43989,-0.94095,0.19324,-0.73088
2320,-0.44000,-0.93521,0.24292,-0.72267
2321,-0.44045,-0.92915,0.29315,-0.71502
2322,-0.44146,-0.92285,0.34368,-0.70802
2323,-0.44273,-0.91612,0.39429,-0.70154
2324,-0.44449,-0.90907,0.44480,-0.69563
2325,-0.44667,-0.90147,0.49485,-0.69022
2326,-0.44926,-0.89346,0.54422,-0.68514
2327,-0.45231,-0.88481,0.59280,-0.68036
2328,-0.45572,-0.87561,0.64025,-0.67600
2329,-0.45952,-0.86579,0.68643,-0.67191
2330,-0.46362,-0.85546,0.73114,-0.66781
2331,-0.46794,-0.84451,0.77428,-0.66388
2332,-0.47249,-0.83284,0.81563,-0.66001
2333,-0.47718,-0.82064,0.85503,-0.65597
2334,-0.48187,-0.80779,0.89241,-0.65197
2335,-0.48641,-0.79423,0.92757,-0.64772
2336,-0.49078,-0.78000,0.96063,-0.64327
2337,-0.49488,-0.76518,0.99124,-0.63853
2338,-0.49856,-0.74979,1.01959,-0.63356
2339,-0.50167,-0.73367,1.04560,-0.62812
2340,-0.50413,-0.71703,1.06915,-0.62230
2341,-0.50577,-0.69975,1.09037,-0.61605
2342,-0.50651,-0.68193,1.10913,-0.60930
2343,-0.50627,-0.66349,1.12563,-0.60199
2344,-0.50473,-0.64458,1.13991,-0.59419
2345,-0.50199,-0.62516,1.15198,-0.58587
2346,-0.49768,-0.60529,1.16183,-0.57696
2347,-0.49196,-0.58500,1.16961,-0.56742
2348,-0.48466,-0.56428,1.17552,-0.55734
2349,-0.47563,-0.54315,1.17948,-0.54673
2350,-0.46489,-0.52163,1.18190,-0.53544
2351,-0.45218,-0.49975,1.18262,-0.52363
2352,-0.43762,-0.47761,1.18184,-0.51132
2353,-0.42104,-0.45517,1.17970,-0.49847
2354,-0.40252,-0.43233,1.17642,-0.48503
2355,-0.38195,-0.40922,1.17195,-0.47105
2356,-0.35945,-0.38595,1.16653,-0.45670
2357,-0.33492,-0.36250,1.16015,-0.44191
2358,-0.30838,-0.33882,1.15295,-0.42666
2359,-0.27988,-0.31499,1.14514,-0.41107
2360,-0.24957,-0.29100,1.13682,-0.39517
2361,-0.21744,-0.26681,1.12805,-0.37894
2362,-0.18356,-0.24253,1.11880,-0.36240
2363,-0.14807,-0.21821,1.10925,-0.34576
2364,-0.11091,-0.19371,1.09937,-0.32886
2365,-0.07247,-0.16911,1.08924,-0.31185
2366,-0.03270,-0.14449,1.07896,-0.29477
2367,0.00836,-0.11988,1.06845,-0.27754
2368,0.05049,-0.09518,1.05757,-0.26031
2369,0.09354,-0.07038,1.04660,-0.24325
2370,0.13740,-0.04573,1.03545,-0.22631
2371,0.18187,-0.02101,1.02393,-0.20952
2372,0.22674,0.00370,1.01210,-0.19293
2373,0.27201,0.02831,0.99988,-0.17663
2374,0.31748,0.05279,0.98708,-0.16062
2375,0.36307,0.07720,0.97369,-0.14496
2376,0.40854,0.10145,0.95971,-0.12968
2377,0.45380,0.12561,0.94502,-0.11492
2378,0.49871,0.14965,0.92951,-0.10053
2379,0.54312,0.17358,0.91294,-0.08671
2380,0.58691,0.19728,0.89522,-0.07355
2381,0.63001,0.22065,0.87629,-0.06091
2382,0.67231,0.24379,0.85604,-0.04889
2383,0.71368,0.26669,0.83446,-0.03746
2384,0.75401,0.28936,0.81136,-0.02677
2385,0.79323,0.31165,0.78654,-0.01674
2386,0.83139,0.33354,0.76011,-0.00737
2387,0.86822,0.35502,0.73177,0.00129
2388,0.90384,0.37610,0.70170,0.00925
2389,0.93811,0.39661,0.66969,0.01655
2390,0.97093,0.41658,0.63578,0.02308
2391,1.00243,0.43614,0.59993,0.02885
2392,1.03250,0.45504,0.56205,0.03404
2393,1.06115,0.47328,0.52218,0.03844
2394,1.08839,0.49080,0.48027,0.04223
2395,1.11414,0.50761,0.43660,0.04531
2396,1.13836,0.52359,0.39115,0.04784
2397,1.16125,0.53871,0.34389,0.04962
2398,1.18268,0.55286,0.29509,0.05083
2399,1.20270,0.56600,0.24482,0.05159
2400,1.22135,0.57814,0.19315,0.05165
2401,1.23852,0.58916,0.14024,0.05127
2402,1.25436,0.59903,0.08629,0.05028
2403,1.26890,0.60762,0.03157,0.04870
2404,1.28221,0.61498,-0.02388,0.04664
2405,1.29421,0.62090,-0.07984,0.04404
2406,1.30501,0.62540,-0.13594,0.04087
2407,1.31451,0.62846,-0.19218,0.03713
2408,1.32291,0.62977,-0.24822,0.03297
2409,1.33003,0.62951,-0.30387,0.02822
2410,1.33614,0.62766,-0.35897,0.02272
2411,1.34117,0.62401,-0.41331,0.01675
2412,1.34523,0.61849,-0.46655,0.01003
2413,1.34828,0.61114,-0.51858,0.00269
2414,1.35042,0.60194,-0.56916,-0.00546
2415,1.35143,0.59077,-0.61812,-0.01430
2416,1.35154,0.57753,-0.66534,-0.02411
2417,1.35075,0.56241,-0.71058,-0.03474
2418,1.34908,0.54521,-0.75381,-0.04630
2419,1.34651,0.52601,-0.79476,-0.05890
2420,1.34314,0.50488,-0.83336,-0.07254
2421,1.33889,0.48164,-0.86946,-0.08721
2422,1.33387,0.45643,-0.90317,-0.10306
2423,1.32804,0.42934,-0.93423,-0.12011
2424,1.32144,0.40028,-0.96256,-0.13831
2425,1.31400,0.36929,-0.98812,-0.15782
2426,1.30574,0.33665,-1.01094,-0.17874
2427,1.29669,0.30226,-1.03087,-0.20090
2428,1.28690,0.26627,-1.04795,-0.22438
2429,1.27634,0.22874,-1.06230,-0.24919
2430,1.26497,0.18966,-1.07380,-0.27534
2431,1.25274,0.14935,-1.08244,-0.30282
2432,1.23973,0.10784,-1.08832,-0.33166
2433,1.22584,0.06526,-1.09140,-0.36173
2434,1.21108,0.02177,-1.09170,-0.39302
2435,1.19546,-0.02253,-1.08933,-0.42543
2436,1.17904,-0.06750,-1.08420,-0.45905
2437,1.16171,-0.11293,-1.07644,-0.49377
2438,1.14350,-0.15853,-1.06612,-0.52941
2439,1.12437,-0.20438,-1.05316,-0.56593
2440,1.10435,-0.25011,-1.03764,-0.60324
2441,1.08332,-0.29574,-1.01955,-0.64126
2442,1.06134,-0.34092,-0.99902,-0.67985
2443,1.03849,-0.38548,-0.97603,-0.71890
2444,1.01466,-0.42940,-0.95065,-0.75830
2445,0.98985,-0.47237,-0.92291,-0.79785
2446,0.96403,-0.51428,-0.89281,-0.83750
2447,0.93726,-0.55508,-0.86045,-0.87703
2448,0.90943,-0.59434,-0.82574,-0.91635
2449,0.88072,-0.63207,-0.78872,-0.95531
2450,0.85112,-0.66806,-0.74953,-0.99376
2451,0.82064,-0.70222,-0.70814,-1.03163
2452,0.78929,-0.73432,-0.66462,-1.06864
2453,0.75711,-0.76436,-0.61891,-1.10470
2454,0.72416,-0.79219,-0.57116,-1.13976
2455,0.69054,-0.81756,-0.52140,-1.17358
2456,0.65622,-0.84050,-0.46971,-1.20610
2457,0.62133,-0.86101,-0.41603,-1.23718
2458,0.58584,-0.87891,-0.36055,-1.26678
2459,0.54997,-0.89405,-0.30331,-1.29468
2460,0.51372,-0.90653,-0.24452,-1.32087
2461,0.47707,-0.91620,-0.18420,-1.34522
2462,0.44031,-0.92304,-0.12247,-1.36761
2463,0.40341,-0.92711,-0.05948,-1.38802
2464,0.36659,-0.92825,0.00473,-1.40642
2465,0.32990,-0.92665,0.06992,-1.42259
2466,0.29339,-0.92222,0.13600,-1.43657
2467,0.25720,-0.91499,0.20285,-1.44830
2468,0.22154,-0.90491,0.27009,-1.45782
2469,0.18641,-0.89224,0.33761,-1.46507
2470,0.15190,-0.87692,0.40533,-1.46997
2471,0.11819,-0.85899,0.47303,-1.47247
2472,0.08528,-0.83864,0.54052,-1.47275
2473,0.05341,-0.81591,0.60761,-1.47071
2474,0.02256,-0.79081,0.67405,-1.46638
2475,-0.00711,-0.76354,0.73973,-1.45974
2476,-0.03558,-0.73420,0.80444,-1.45090
2477,-0.06272,-0.70297,0.86786,-1.43997
2478,-0.08853,-0.66994,0.92982,-1.42693
2479,-0.11286,-0.63526,0.99030,-1.41189
2480,-0.13572,-0.59909,1.04913,-1.39486
2481,-0.15710,-0.56159,1.10598,-1.37601
2482,-0.17692,-0.52293,1.16076,-1.35546
2483,-0.19512,-0.48331,1.21333,-1.33313
2484,-0.21166,-0.44285,1.26355,-1.30924
2485,-0.22672,-0.40184,1.31133,-1.28398
2486,-0.24011,-0.36036,1.35657,-1.25737
2487,-0.25200,-0.31856,1.39921,-1.22966
2488,-0.26227,-0.27676,1.43921,-1.20082
2489,-0.27106,-0.23504,1.47638,-1.17106
2490,-0.27840,-0.19362,1.51076,-1.14069
2491,-0.28433,-0.15270,1.54234,-1.10955
2492,-0.28888,-0.11251,1.57109,-1.07803
2493,-0.29229,-0.07313,1.59713,-1.04617
2494,-0.29436,-0.03472,1.62036,-1.01412
2495,-0.29542,0.00242,1.64084,-0.98213
2496,-0.29545,0.03818,1.65877,-0.95024
2497,-0.29437,0.07246,1.67400,-0.91860
2498,-0.29259,0.10491,1.68681,-0.88738
2499,-0.29008,0.13566,1.69715,-0.85660
2500,-0.28686,0.16449,1.70517,-0.82656
2501,-0.28317,0.19130,1.71099,-0.79728
2502,-0.27900,0.21589,1.71465,-0.76893
2503,-0.27451,0.23822,1.71646,-0.74154
2504,-0.26968,0.25826,1.71645,-0.71521
2505,-0.26469,0.27600,1.71468,-0.69013
2506,-0.25963,0.29129,1.71125,-0.66625
2507,-0.25466,0.30411,1.70641,-0.64365
2508,-0.24971,0.31453,1.70032,-0.62254
2509,-0.24486,0.32249,1.69295,-0.60269
2510,-0.24033,0.32791,1.68454,-0.58425
2511,-0.23612,0.33088,1.67507,-0.56731
2512,-0.23225,0.33167,1.66486,-0.55173
2513,-0.22882,0.33012,1.65377,-0.53757
2514,-0.22590,0.32642,1.64209,-0.52484
2515,-0.22340,0.32067,1.62988,-0.51342
2516,-0.22140,0.31298,1.61711,-0.50327
2517,-0.21996,0.30346,1.60403,-0.49435
2518,-0.21900,0.29217,1.59062,-0.48664
2519,-0.21871,0.27939,1.57697,-0.47999
2520,-0.21886,0.26526,1.56318,-0.47433
2521,-0.21965,0.25000,1.54922,-0.46957
2522,-0.22081,0.23367,1.53514,-0.46561
2523,-0.22251,0.21645,1.52097,-0.46234
2524,-0.22454,0.19855,1.50679,-0.45965
2525,-0.22701,0.18011,1.49255,-0.45744
2526,-0.22979,0.16134,1.47832,-0.45551
2527,-0.23286,0.14251,1.46414,-0.45383
2528,-0.23620,0.12364,1.44999,-0.45219
2529,-0.23964,0.10491,1.43578,-0.45053
2530,-0.24320,0.08651,1.42171,-0.44875
2531,-0.24685,0.06866,1.40766,-0.44665
2532,-0.25046,0.05153,1.39363,-0.44427
2533,-0.25397,0.03496,1.37967,-0.44145
2534,-0.25734,0.01933,1.36568,-0.43790
2535,-0.26051,0.00452,1.35168,-0.43379
2536,-0.26332,-0.00928,1.33764,-0.42890
2537,-0.26577,-0.02206,1.32363,-0.42323
2538,-0.26786,-0.03377,1.30949,-0.41668
2539,-0.26953,-0.04439,1.29540,-0.40926
2540,-0.27065,-0.05402,1.28127,-0.40093
2541,-0.27115,-0.06253,1.26710,-0.39163
2542,-0.27110,-0.06995,1.25279,-0.38137
2543,-0.27040,-0.07653,1.23848,-0.37010
2544,-0.26898,-0.08222,1.22393,-0.35785
2545,-0.26692,-0.08703,1.20929,-0.34471
2546,-0.26415,-0.09122,1.19466,-0.33071
2547,-0.26054,-0.09483,1.17981,-0.31590
2548,-0.25621,-0.09806,1.16484,-0.30028
2549,-0.25110,-0.10093,1.14965,-0.28398
2550,-0.24537,-0.10364,1.13441,-0.26721
2551,-0.23879,-0.10632,1.11901,-0.24987
2552,-0.23147,-0.10921,1.10348,-0.23215
2553,-0.22345,-0.11249,1.08780,-0.21428
2554,-0.21461,-0.11628,1.07206,-0.19625
2555,-0.20510,-0.12059,1.05623,-0.17819
2556,-0.19490,-0.12559,1.04034,-0.16031
2557,-0.18395,-0.13163,1.02433,-0.14271
2558,-0.17240,-0.13872,1.00825,-0.12554
2559,-0.16009,-0.14709,0.99213,-0.10897
2560,-0.14720,-0.15668,0.97593,-0.09309
2561,-0.13372,-0.16769,0.95974,-0.07810
2562,-0.11964,-0.18025,0.94364,-0.06413
2563,-0.10511,-0.19434,0.92756,-0.05130
2564,-0.08995,-0.21009,0.91163,-0.03982
2565,-0.07421,-0.22740,0.89589,-0.02968
2566,-0.05800,-0.24647,0.88023,-0.02105
2567,-0.04125,-0.26729,0.86490,-0.01404
2568,-0.02414,-0.28983,0.84986,-0.00869
2569,-0.00659,-0.31391,0.83517,-0.00519
2570,0.01129,-0.33964,0.82079,-0.00355
2571,0.02955,-0.36678,0.80681,-0.00388
2572,0.04813,-0.39546,0.79322,-0.00608
2573,0.06699,-0.42534,0.78012,-0.01036
2574,0.08604,-0.45645,0.76748,-0.01664
2575,0.10524,-0.48864,0.75546,-0.02486
2576,0.12458,-0.52176,0.74394,-0.03505
2577,0.14409,-0.55569,0.73312,-0.04719
2578,0.16352,-0.59016,0.72276,-0.06109
2579,0.18286,-0.62512,0.71307,-0.07686
2580,0.20212,-0.66027,0.70408,-0.09439
2581,0.22111,-0.69552,0.69569,-0.11353
2582,0.23984,-0.73071,0.68798,-0.13404
2583,0.25810,-0.76553,0.68084,-0.15605
2584,0.27593,-0.79999,0.67431,-0.17930
